,Atlas,Labels,SWI_Density,ToF_Density,RV,HR,Corr
331,Schaefer,RH_ContA_PFCl_3,0.026785150536117013,0.03819247346746829,0.309390841391876,0.226623585208899,0.2680072133003875
319,Schaefer,RH_LimbicA_TempPole_2,0.06549461167022057,0.01613635371885122,0.311550625464321,0.223234009611346,0.2673923175378335
328,Schaefer,RH_ContA_PFCd_1,0.036585364373283344,0.044825311330658896,0.285148720315867,0.248481726793158,0.2668152235545125
268,Schaefer,RH_DorsAttnA_SPL_5,0.055010602343827486,0.0337354173357396,0.268655809235345,0.264856174779627,0.266755992007486
208,Schaefer,RH_VisCent_ExStr_8,0.04698248723378548,0.0446372716090618,0.26901978023342,0.263588824316669,0.26630430227504454
38,Schaefer,LH_SomMotA_15,0.04261283833405067,0.06398934449186955,0.282699539521921,0.248778405644465,0.265738972583193
344,Schaefer,RH_ContB_PFCld_4,0.026897651026739137,0.07941645422828532,0.285668916786908,0.24419530197481,0.264932109380859
270,Schaefer,RH_DorsAttnA_SPL_7,0.04348361501564281,0.03393692873192556,0.256804343842095,0.272428735668832,0.2646165397554635
126,Schaefer,LH_ContA_PFCd_1,0.02089836433885413,0.05735146047430287,0.286150955110362,0.24296512096821,0.264558038039286
340,Schaefer,RH_ContB_IPL_4,0.04678804362323922,0.03490209419962386,0.292795135023428,0.235384320911463,0.2640897279674455
263,Schaefer,RH_DorsAttnA_ParOcc_3,0.03377727732846612,0.026476250520270122,0.26611636455054,0.26177130243475,0.263943833492645
30,Schaefer,LH_SomMotA_7,0.04729883578196864,0.060861634351661274,0.286209786437897,0.241439565561219,0.263824675999558
370,Schaefer,RH_DefaultA_PFCm_4,0.020930035497387388,0.005654485399954046,0.29061478969917,0.236145563990721,0.2633801768449455
174,Schaefer,LH_DefaultB_PFCd_1,0.050932566142257524,0.040829744865643045,0.304308416325705,0.222196693081114,0.26325255470340947
294,Schaefer,RH_SalVentAttnA_FrOper_3,0.028508076153985866,0.017025656611114354,0.309680769727978,0.215552375621738,0.262616572674858
137,Schaefer,LH_ContB_IPL_3,0.028142588117565863,0.009224514978436323,0.306158867871011,0.218827232850246,0.2624930503606285
180,Schaefer,LH_DefaultB_PFCl_1,0.01820029490486239,0.025406502977465138,0.288921157217577,0.235665901992674,0.26229352960512553
39,Schaefer,LH_SomMotA_16,0.019359071759899635,0.05534288307209186,0.276684413858004,0.247304516890225,0.2619944653741145
277,Schaefer,RH_DorsAttnB_PostC_5,0.03586800433526751,0.01754773141841543,0.27552318800789,0.248130947980697,0.2618270679942935
60,Schaefer,LH_DorsAttnA_TempOcc_2,0.06782877393689554,0.012651999204577906,0.299390111174986,0.223321765793376,0.261355938484181
69,Schaefer,LH_DorsAttnA_SPL_5,0.051931378516283905,0.023573344760534295,0.264250544860048,0.256819923088098,0.26053523397407297
75,Schaefer,LH_DorsAttnB_PostC_4,0.032991632891162005,0.005537881259469019,0.278565663624043,0.241854139762699,0.260209901693371
233,Schaefer,RH_SomMotA_11,0.03855810465072008,0.049677185823812205,0.271434439313651,0.247982294532094,0.2597083669228725
28,Schaefer,LH_SomMotA_5,0.031024389028549194,0.00507317054271698,0.272856178822472,0.246539215282085,0.2596976970522785
12,Schaefer,LH_VisPeri_ExStrInf_1,0.06331731366026135,0.01344200424348327,0.280417151218167,0.238821484494563,0.259619317856365
361,Schaefer,RH_DefaultA_PFCd_2,0.03771687062822052,0.04224289523572037,0.277617672169151,0.240256432782386,0.2589370524757685
391,Schaefer,RH_TempPar_2,0.037231601583652005,0.00583698120382097,0.298947041972745,0.21891816532363,0.2589326036481875
64,Schaefer,LH_DorsAttnA_ParOcc_2,0.038295992494168866,0.0147886539881046,0.268695314381439,0.248791977239555,0.258743645810497
223,Schaefer,RH_SomMotA_1,0.01829268229859216,0.015505225850003107,0.28200192095693,0.235150731078913,0.25857632601792147
330,Schaefer,RH_ContA_PFCl_2,0.030405404021006985,0.023236650319115537,0.299082760897021,0.217522415389809,0.258302588143415
82,Schaefer,LH_DorsAttnB_FEF_2,0.012332919458884978,0.004202838503034775,0.285719227050856,0.230610397410377,0.2581648122306165
212,Schaefer,RH_VisPeri_ExStrInf_1,0.06762504465795774,0.01324503260271965,0.281493076480628,0.23431541355894,0.257904245019784
353,Schaefer,RH_ContC_pCun_4,0.03663596643822816,0.016293896771812835,0.273927603120054,0.24156473854917,0.257746170834612
188,Schaefer,LH_DefaultC_Rsp_1,0.05792682711035013,0.0451219496006767,0.294531802171288,0.220625268580628,0.257578535375958
67,Schaefer,LH_DorsAttnA_SPL_3,0.04087804728746414,0.004878048598766327,0.263580138979277,0.251387034072076,0.2574835865256765
275,Schaefer,RH_DorsAttnB_PostC_3,0.05378634362241587,0.029396100596048948,0.269566804052043,0.244468728873202,0.2570177664626225
327,Schaefer,RH_ContA_IPS_4,0.03512194981177648,0.0099186988423268,0.271947846105405,0.241802072495713,0.25687495930055904
272,Schaefer,RH_DorsAttnB_TempOcc_1,0.036548742235780834,0.022412655746435618,0.276735389313558,0.23655508311086,0.256645236212209
84,Schaefer,LH_DorsAttnB_PrCv_1,0.042705934958637885,0.016382880227745703,0.292878494316972,0.21953396570146,0.256206230009216
258,Schaefer,RH_DorsAttnA_TempOcc_1,0.04112074025406325,0.021433849903670223,0.289219634368483,0.223075280256895,0.256147457312689
179,Schaefer,LH_DefaultB_PFCd_6,0.04410130260802573,0.0751593812799854,0.278903341955216,0.233387257428075,0.2561452996916455
269,Schaefer,RH_DorsAttnA_SPL_6,0.02382008158541345,0.01742160211909901,0.261197663142006,0.251008433250901,0.25610304819645346
324,Schaefer,RH_ContA_IPS_1,0.06364607180122041,0.07495103847153865,0.276818192065399,0.235217943722406,0.25601806789390247
276,Schaefer,RH_DorsAttnB_PostC_4,0.04153244197368622,0.010009203492751662,0.275393552651965,0.236530632854684,0.2559620927533245
140,Schaefer,LH_ContB_PFClv_2,0.028895447042527472,0.0133602605171644,0.27272803781267,0.237348539993465,0.2550382889030675
240,Schaefer,RH_SomMotA_18,0.01057219658287759,0.07317072906648252,0.263450154937997,0.245874874405649,0.254662514671823
83,Schaefer,LH_DorsAttnB_FEF_3,0.030781269113329006,0.0023477239245399436,0.281505899597138,0.226301290679674,0.253903595138406
121,Schaefer,LH_ContA_IPS_1,0.06226163858717138,0.02589800338853489,0.273409962158523,0.234166641247097,0.25378830170280997
358,Schaefer,RH_DefaultA_IPL_1,0.03067257832655143,0.0158378200936111,0.282141039758348,0.224516907553943,0.2533289736561455
374,Schaefer,RH_DefaultB_Temp_2,0.061961071622191055,0.022542497312480755,0.290819662691612,0.215675128425822,0.253247395558717
189,Schaefer,LH_DefaultC_Rsp_2,0.05656773206519793,0.011313546448946,0.286788332143528,0.219616635659037,0.2532024839012825
371,Schaefer,RH_DefaultA_PFCm_5,0.0320593398832476,0.05072919087311656,0.277522125987642,0.227850599645886,0.252686362816764
329,Schaefer,RH_ContA_PFCl_1,0.049830397085243505,0.029074461624914446,0.298483777962673,0.206141342167312,0.2523125600649925
302,Schaefer,RH_SalVentAttnA_FrMed_4,0.03841463271528482,0.12560975099913776,0.290304393090475,0.214191378533616,0.2522478858120455
155,Schaefer,LH_DefaultA_pCunPCC_3,0.052517700639943925,0.00786782032059085,0.273859880042431,0.230288223607774,0.2520740518251025
304,Schaefer,RH_SalVentAttnB_PFClv_1,0.03831516890555409,0.027849851849865406,0.300221657205626,0.203515076409995,0.2518683668078105
339,Schaefer,RH_ContB_IPL_3,0.03379371002256631,0.0660201755453305,0.289244680783217,0.213783704374633,0.25151419257892504
74,Schaefer,LH_DorsAttnB_PostC_3,0.03666455356718658,0.03682293176844523,0.276698896605205,0.22385728046605,0.2502780885356275
124,Schaefer,LH_ContA_IPS_4,0.030870038915925952,0.011285037758635052,0.271646965237156,0.228111254682735,0.2498791099599455
68,Schaefer,LH_DorsAttnA_SPL_4,0.029947513219299195,0.00910774891889548,0.259850485955473,0.239763372909513,0.249806929432493
241,Schaefer,RH_SomMotA_19,0.030295249270765406,0.06461274895751686,0.259866069306187,0.23921637982994,0.2495412245680635
231,Schaefer,RH_SomMotA_9,0.04411001392501466,0.03321224587394836,0.232345962415992,0.266423374557698,0.24938466848684498
158,Schaefer,LH_DefaultA_pCunPCC_6,0.08367208318991794,0.008807587696032392,0.262124369929544,0.236467065326661,0.24929571762810251
197,Schaefer,LH_TempPar_4,0.03016945713734531,0.0042119696736335754,0.264244349685932,0.233572246317929,0.2489082980019305
338,Schaefer,RH_ContB_IPL_2,0.033388035635522235,0.05347744676256401,0.288599863339213,0.209116536483352,0.2488581999112825
267,Schaefer,RH_DorsAttnA_SPL_4,0.03895503271953755,0.051323544322314424,0.253710965998184,0.243244867163864,0.248477916581024
15,Schaefer,LH_VisPeri_ExStrInf_4,0.13301905551377466,0.11867185375269722,0.292803826572814,0.203134563107199,0.2479691948400065
172,Schaefer,LH_DefaultB_IPL_1,0.029059002378789504,0.006198180562788897,0.272779080522669,0.221439043125537,0.24710906182410303
118,Schaefer,LH_LimbicA_TempPole_6,0.08131967275781588,0.0522324691619508,0.295447134836085,0.198700706716557,0.247073920776321
138,Schaefer,LH_ContB_PFCd_1,0.04257519453658653,0.060673961369814386,0.271843454588861,0.22192431567479,0.24688388513182552
71,Schaefer,LH_DorsAttnA_SPL_7,0.044676358345896006,0.05804408778651403,0.244084441078137,0.249594952049855,0.24683969656399601
352,Schaefer,RH_ContC_pCun_3,0.049582043129233686,0.00996221189207874,0.249103402023101,0.243821384151379,0.24646239308724
333,Schaefer,RH_ContA_PFCl_5,0.03506097405971516,0.010380371274160487,0.281760099172279,0.210510231326919,0.246135165249599
265,Schaefer,RH_DorsAttnA_SPL_2,0.02803057765782769,0.0016381506488394382,0.257273524178667,0.233945637156624,0.2456095806676455
274,Schaefer,RH_DorsAttnB_PostC_2,0.050143915859068404,0.04923496228752669,0.271086635086773,0.220127845954158,0.2456072405204655
187,Schaefer,LH_DefaultC_IPL_1,0.0361297227032892,0.015974269103217913,0.271346928751671,0.218364778257199,0.244855853504435
195,Schaefer,LH_TempPar_2,0.01729880670487618,0.002686150076630882,0.275626452727503,0.213918856287674,0.2447726545075885
173,Schaefer,LH_DefaultB_IPL_2,0.015955011502667343,0.0021578499163443536,0.280123967811025,0.209259946646977,0.244691957229001
234,Schaefer,RH_SomMotA_12,0.028097559958696366,0.046048778653144835,0.261243145913117,0.227978014152215,0.244610580032666
373,Schaefer,RH_DefaultB_Temp_1,0.06035675063951692,0.019585001090569282,0.283086290745485,0.205755018236656,0.24442065449107053
377,Schaefer,RH_DefaultB_PFCd_2,0.04629568885462533,0.04564179530012703,0.281574414830292,0.206523173754592,0.244048794292442
332,Schaefer,RH_ContA_PFCl_4,0.026433404710592398,0.010598901405696469,0.281060174735282,0.205499575848329,0.2432798752918055
106,Schaefer,LH_SalVentAttnB_OFC_1,0.009093472098856303,0.0014098406354815973,0.27315267810814,0.212540593364477,0.2428466357363085
320,Schaefer,RH_LimbicA_TempPole_3,0.052940062196679814,0.03945295139184602,0.289338277171014,0.195083225500464,0.242210751335739
326,Schaefer,RH_ContA_IPS_3,0.029616723586986592,0.012670256149072152,0.273937094668469,0.209924305944502,0.2419307003064855
325,Schaefer,RH_ContA_IPS_2,0.02807714006062164,0.0951503082503413,0.270663672096237,0.212999560017891,0.241831616057064
166,Schaefer,LH_DefaultB_Temp_1,0.026098509059419274,0.014646799618863874,0.276573978462687,0.205396376708349,0.24098517758551802
170,Schaefer,LH_DefaultB_Temp_5,0.039043295940803004,0.0036868971967419914,0.263158951171473,0.217643447340997,0.240401199256235
239,Schaefer,RH_SomMotA_17,0.014347201761077432,0.07548835344309181,0.258960194540343,0.221118339992034,0.24003926726618852
93,Schaefer,LH_SalVentAttnA_FrOper_2,0.02898223323310599,0.011818728858122119,0.280481456035388,0.199509169213026,0.23999531262420698
190,Schaefer,LH_DefaultC_Rsp_3,0.05253283125467789,0.015902795798175936,0.260184170408578,0.219710715597545,0.23994744300306148
104,Schaefer,LH_SalVentAttnB_Ins_2,0.024036761067339762,0.014374925930430923,0.296027381030362,0.18304051952148,0.239533950275921
387,Schaefer,RH_DefaultC_Rsp_2,0.039233799835648196,0.01601379584859718,0.25791562704552,0.220696152989792,0.239305890017656
162,Schaefer,LH_DefaultA_PFCm_3,0.051757247957188314,0.024102169111019044,0.249189497318782,0.228907955374579,0.2390487263466805
336,Schaefer,RH_ContB_Temp_2,0.04133390722615001,0.022177853596817076,0.264747050534335,0.213129881914314,0.23893846622432452
286,Schaefer,RH_SalVentAttnA_ParOper_3,0.04347481634225938,0.05369021015411073,0.276160754803303,0.201546601754168,0.2388536782787355
359,Schaefer,RH_DefaultA_IPL_2,0.04386932836061689,0.056671446939399336,0.270516621960937,0.206918796321325,0.238717709141131
125,Schaefer,LH_ContA_IPS_5,0.029650883551906138,0.002678144328734454,0.261697553407948,0.215475115259938,0.238586334333943
152,Schaefer,LH_DefaultA_PFCd_3,0.02096036498551257,0.020293444278649986,0.266089919421948,0.210712893355544,0.238401406388746
345,Schaefer,RH_ContB_PFClv_1,0.017953928870459396,0.006690379154557983,0.284575434827566,0.191001401146866,0.237788417987216
59,Schaefer,LH_DorsAttnA_TempOcc_1,0.03211717927423062,0.0045017803872912385,0.270419674713547,0.204415969639054,0.2374178221763005
115,Schaefer,LH_LimbicA_TempPole_3,0.06838246046399778,0.049004935870872686,0.296082354745229,0.17703031859348,0.2365563366693545
134,Schaefer,LH_ContB_Temp_2,0.019163762295276533,0.0,0.25924205582187,0.213618302691284,0.236430179256577
367,Schaefer,RH_DefaultA_PFCm_1,0.029238456376010854,0.01517863736832543,0.2637184292626,0.207072867852314,0.23539564855745698
350,Schaefer,RH_ContC_pCun_1,0.039827105506688734,0.01728928617284268,0.249878608553706,0.220071911617767,0.2349752600857365
378,Schaefer,RH_DefaultB_PFCd_3,0.040537093912059834,0.012322596660474451,0.29377448353264,0.175673414409914,0.23472394897127702
135,Schaefer,LH_ContB_IPL_1,0.03032734154380466,0.01821245113387704,0.273805927295117,0.194653633902588,0.2342297805988525
385,Schaefer,RH_DefaultC_IPL_2,0.04735276442838878,0.052290301370184596,0.249556642080709,0.218264833147405,0.233910737614057
136,Schaefer,LH_ContB_IPL_2,0.020950593293095246,0.013836772491534552,0.2759436133026,0.191145135396163,0.2335443743493815
91,Schaefer,LH_SalVentAttnA_Ins_4,0.0402349992281329,0.012284136982294766,0.245889380261058,0.220590599284629,0.2332399897728435
372,Schaefer,RH_DefaultA_PFCm_6,0.015478423342872888,0.0031269542299784147,0.282585634770281,0.182507168376447,0.23254640157336398
122,Schaefer,LH_ContA_IPS_2,0.0218163982557891,0.017526657100598416,0.277206752924762,0.186094951436443,0.2316508521806025
390,Schaefer,RH_TempPar_1,0.03892060048244101,0.050467045105835225,0.287983135042778,0.17517865824183,0.231580896642304
183,Schaefer,LH_DefaultB_PFCv_2,0.02006123885834888,0.002322880285126822,0.27609165860687,0.186441148895362,0.231266403751116
392,Schaefer,RH_TempPar_3,0.04846978192306628,0.004660555986082478,0.264979952245246,0.19620374200055,0.23059184712289799
103,Schaefer,LH_SalVentAttnB_Ins_1,0.02408150592936745,0.0061747450617295275,0.288925445823815,0.171642638700405,0.23028404226211002
282,Schaefer,RH_DorsAttnB_FEF_2,0.026476250520270122,0.003931322061505757,0.24160936869449,0.217682105334,0.229645737014245
388,Schaefer,RH_DefaultC_PHC_1,0.055774103997001515,0.04379753309125114,0.284228108745677,0.174786456782818,0.2295072827642475
185,Schaefer,LH_DefaultB_PFCv_4,0.021293069339460798,0.006516969688828029,0.277485974211205,0.181058680652516,0.22927232743186052
346,Schaefer,RH_ContB_PFClv_2,0.03655540095573561,0.01300413447091269,0.256114232091841,0.200843178782789,0.228478705437315
151,Schaefer,LH_DefaultA_PFCd_2,0.017772735175929328,0.020514273914948915,0.248113425218534,0.208493013913322,0.228303219565928
65,Schaefer,LH_DorsAttnA_SPL_1,0.021457239042354536,0.00015436862654323819,0.237543847554258,0.218657034479493,0.2281004410168755
375,Schaefer,RH_DefaultB_AntTemp_1,0.04195293549343314,0.017648573650020948,0.269932565086229,0.185994190297941,0.227963377692085
132,Schaefer,LH_ContA_Cingm_1,0.1022385521090194,0.08402939748070011,0.276089266879099,0.179258602109469,0.22767393449428402
169,Schaefer,LH_DefaultB_Temp_4,0.03107711428838839,0.003800452064127612,0.255349112212683,0.19963380442765,0.2274914583201665
127,Schaefer,LH_ContA_PFClv_1,0.029989058707194465,0.004762211033096414,0.263570759580264,0.191205378220461,0.2273880689003625
114,Schaefer,LH_LimbicA_TempPole_2,0.055198970799308675,0.029586159365069597,0.258945627638081,0.193653365605994,0.2262994966220375
355,Schaefer,RH_ContC_Cingp_1,0.030052263555782183,0.009146341122686863,0.247020784179406,0.204397307731892,0.225709045955649
347,Schaefer,RH_ContB_PFClv_3,0.038148841546954956,0.023283782251605385,0.263774414955405,0.187223178653546,0.2254987968044755
109,Schaefer,LH_LimbicB_OFC_2,0.028055828689150727,0.007942102232190685,0.271464303717779,0.178317165224332,0.2248907344710555
133,Schaefer,LH_ContB_Temp_1,0.03825038088643683,0.0005400053799372317,0.249081224549866,0.200571893862625,0.2248265592062455
381,Schaefer,RH_DefaultB_PFCv_1,0.05405590337899963,0.04788983100502009,0.285807734774084,0.163598360811619,0.2247030477928515
42,Schaefer,LH_SomMotA_19,0.002177700267306396,0.07883274967649154,0.229084110451064,0.216510620283504,0.222797365367284
308,Schaefer,RH_SalVentAttnB_Ins_1,0.03290381816760549,0.018522778877391004,0.279031399157951,0.166034683236191,0.222533041197071
182,Schaefer,LH_DefaultB_PFCv_1,0.03047332015428294,0.016974682143210233,0.274947870908234,0.169558728017469,0.2222532994628515
161,Schaefer,LH_DefaultA_PFCm_2,0.04352396800471791,0.062289736779599356,0.253604788747639,0.189744263965278,0.22167452635645848
379,Schaefer,RH_DefaultB_PFCd_4,0.02920266747006921,0.07142075633989321,0.263078697688464,0.179826428208925,0.22145256294869448
129,Schaefer,LH_ContA_PFCl_1,0.03385750809684396,0.011633504035049364,0.257706573042059,0.185108845839823,0.22140770944094101
191,Schaefer,LH_DefaultC_PHC_1,0.11978853376481334,0.101886334861147,0.282304577614761,0.160443490870698,0.2213740342427295
167,Schaefer,LH_DefaultB_Temp_2,0.022107853268811463,0.002685164366293391,0.25502084489676,0.187100896437494,0.221060870667127
186,Schaefer,LH_DefaultB_PFCv_5,0.020181730404204012,0.011764705458692477,0.262611184026289,0.178353861564264,0.22048252279527653
335,Schaefer,RH_ContB_Temp_1,0.04622902438467276,0.025947067133606748,0.249522693550609,0.188332550528811,0.21892762203971
171,Schaefer,LH_DefaultB_Temp_6,0.02204306473542457,0.0012246147109873625,0.23753145004266,0.19796454628517,0.217747998163915
175,Schaefer,LH_DefaultB_PFCd_2,0.02620268143286371,0.034954169943074515,0.236488485892616,0.198505396209325,0.2174969410509705
150,Schaefer,LH_DefaultA_PFCd_1,0.041570231699160416,0.011304966779085842,0.216076563692986,0.216409390514024,0.21624297710350499
368,Schaefer,RH_DefaultA_PFCm_2,0.03177245303944239,0.017008032904003777,0.218516994887741,0.212872153504512,0.2156945741961265
334,Schaefer,RH_ContA_Cingm_1,0.026810648787112635,0.004096071342475542,0.262602835714666,0.168633229807508,0.21561803276108701
148,Schaefer,LH_DefaultA_IPL_1,0.034543890325508454,0.008165896316325612,0.233091343454653,0.197709627957305,0.215400485705979
193,Schaefer,LH_DefaultC_PHC_3,0.07836864917167549,0.07290416890806188,0.26832152102137,0.160242647744281,0.21428208438282553
192,Schaefer,LH_DefaultC_PHC_2,0.053773311990148884,0.016011477147831635,0.262532646901441,0.165766971286182,0.2141498090938115
139,Schaefer,LH_ContB_PFClv_1,0.017234608197788007,0.002661547088772325,0.246086244499669,0.181577618752661,0.213831931626165
112,Schaefer,LH_LimbicB_OFC_5,0.031573303354965464,0.01908335492506132,0.224851017128158,0.194812882833211,0.2098319499806845
389,Schaefer,RH_DefaultC_PHC_2,0.04779926922985877,0.017731986939907074,0.252347742040265,0.165377414118762,0.2088625780795135
357,Schaefer,RH_DefaultA_Temp_1,0.02618113496191018,0.019358689382255493,0.224020593368815,0.192793666752965,0.20840713006089
149,Schaefer,LH_DefaultA_IPL_2,0.03366617418375591,0.023626342715833012,0.225988241424573,0.189950198692993,0.207969220058783
303,Schaefer,RH_SalVentAttnB_IPL_1,0.02815330901316234,0.045574911130326135,0.22161904123895,0.193961417673139,0.2077902294560445
213,Schaefer,RH_VisPeri_ExStrInf_2,0.06940458928618361,0.10688665290089215,0.255205873389958,0.158425546682243,0.2068157100361005
366,Schaefer,RH_DefaultA_pCunPCC_5,0.051829266273194834,0.0074041809088417464,0.214384758037642,0.194962852670387,0.2046738053540145
153,Schaefer,LH_DefaultA_pCunPCC_1,0.052827297137724445,0.008640489703871209,0.215719546814719,0.192352466772962,0.20403600679384049
160,Schaefer,LH_DefaultA_PFCm_1,0.05497800664660709,0.04078368482286813,0.212673212361651,0.191223520367409,0.20194836636453
80,Schaefer,LH_DorsAttnB_PostC_9,0.026299044554648193,0.06617178942846215,0.199470766936591,0.203030641023969,0.20125070398028
154,Schaefer,LH_DefaultA_pCunPCC_2,0.05736098661399614,0.006148232998445093,0.191014525618002,0.206715437325296,0.198864981471649
322,Schaefer,RH_LimbicA_TempPole_5,0.06405675251456076,0.03640412055193239,0.237101537699621,0.159952274767196,0.19852690623340852
119,Schaefer,LH_LimbicA_TempPole_7,0.12422642437046144,0.12167818980541692,0.262712070623211,0.129878089384843,0.196295080004027
184,Schaefer,LH_DefaultB_PFCv_3,0.03845859620264705,0.010857098738788437,0.235884560362918,0.150182348059344,0.193033454211131
313,Schaefer,RH_LimbicB_OFC_2,0.04963744059205055,0.043045482542869204,0.21935631883218,0.160968396956378,0.190162357894279
283,Schaefer,RH_DorsAttnB_FEF_3,0.023170730844140053,0.056859754212200644,0.193079221808973,0.184373622080287,0.18872642194463
178,Schaefer,LH_DefaultB_PFCd_5,0.029178903208977265,0.08300344491894332,0.223175191320217,0.149689226753082,0.18643220903664948
168,Schaefer,LH_DefaultB_Temp_3,0.026506291455738077,0.0007239113217347289,0.197802750971005,0.169005923812927,0.183404337391966
131,Schaefer,LH_ContA_PFCl_3,0.033561780494599305,0.00886917927048423,0.213119193286348,0.150707436379361,0.1819133148328545
164,Schaefer,LH_DefaultA_PFCm_5,0.030249760807813466,0.0391122814905536,0.177453916832874,0.183126812881947,0.1802903648574105
362,Schaefer,RH_DefaultA_pCunPCC_1,0.016412983011258275,0.006326792355542793,0.178259207088518,0.181243889703972,0.17975154839624502
177,Schaefer,LH_DefaultB_PFCd_4,0.03125329815593117,0.08626332662967376,0.208588977878022,0.150329572566268,0.179459275222145
382,Schaefer,RH_DefaultB_PFCv_2,0.049082844387278085,0.03507357250806714,0.236867381077059,0.11974330549931,0.1783053432881845
315,Schaefer,RH_LimbicB_OFC_4,0.02513579620804849,0.0014911065585748598,0.202052022996556,0.152093989326026,0.177073006161291
117,Schaefer,LH_LimbicA_TempPole_5,0.031165310435674408,0.009238728406754408,0.222101699647865,0.131610639803951,0.176856169725908
363,Schaefer,RH_DefaultA_pCunPCC_2,0.017867271030365034,0.013613158880278121,0.173599980648886,0.176675814120202,0.175137897384544
50,Schaefer,LH_SomMotB_S2_3,0.09174405216048452,0.052454330307669224,0.337014812322855,0.011012799677449,0.174013806000152
321,Schaefer,RH_LimbicA_TempPole_4,0.036357181297766196,0.0161756497503814,0.212665746807366,0.120211929440838,0.16643883812410198
376,Schaefer,RH_DefaultB_PFCd_1,0.02990033086451185,0.03913783168178856,0.183863585975015,0.144071460878923,0.16396752342696902
111,Schaefer,LH_LimbicB_OFC_4,0.05943992544471482,0.057271903606108676,0.180157266233751,0.119391586580279,0.149774426407015
116,Schaefer,LH_LimbicA_TempPole_4,0.07542617056638964,0.018620508092065013,0.16113765847696,0.120442991822597,0.1407903251497785
323,Schaefer,RH_LimbicA_TempPole_6,0.051197030645911044,0.02832415315412706,0.146422690113432,0.100320450177218,0.123371570145325
312,Schaefer,RH_LimbicB_OFC_1,0.055508828742377066,0.016515023492533584,0.133283236979073,0.083421800965296,0.1083525189721845
317,Schaefer,RH_LimbicB_OFC_6,0.04149144768029794,0.0064479952528216375,0.121419671892153,0.08726121529844,0.1043404435952965
316,Schaefer,RH_LimbicB_OFC_5,0.047359695037206016,0.044281314732958967,0.103066163319397,0.071292117702011,0.087179140510704
110,Schaefer,LH_LimbicB_OFC_3,0.046000859363790884,0.012880240753890998,0.120540485051501,0.005265094821215,0.062902789936358
314,Schaefer,RH_LimbicB_OFC_3,0.04884467073961308,0.02169447921608624,0.027393235631018,0.008142775634297,0.0177680056326575
108,Schaefer,LH_LimbicB_OFC_1,0.04474236618801458,0.006622516309583424,0.013975331744348,0.002590098421305,0.0082827150828265
99,Schaefer,LH_SalVentAttnA_FrMed_3,0.012668718448252354,0.07364432557115277,0.013296234997326,-0.000669079729139,0.0063135776340935
61,Schaefer,LH_DorsAttnA_TempOcc_3,0.030368243630220688,0.0008369201027295168,0.0,0.0,0.0
